Code	Name	Description	Department	Course	Program	Size	Actual Size	Subjects	Size Of Students	Priority	Internal Publisher	Tags	Notes 1	Notes 2	Number of Students	Locked	Hours	
3003_01_IA25_T3_M2_FAIL/05	3003_01_IA25_T3_M2_FAIL/05	Diploma of Computer Science (3003_01_IA25) Term 3 Maths 1A Fail Term 2 Subjects CAL2	UNSW College	DP	3003_01_IA25_T3_M2_FAIL	1	1	AELC1302_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; PHSC1322_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IA25_T3_M2_FAIL/06	3003_01_IA25_T3_M2_FAIL/06	Diploma of Computer Science (3003_01_IA25) Term 3 Maths 1A Fail Term 2 Subjects CAL2	UNSW College	DP	3003_01_IA25_T3_M2_FAIL	1	1	AELC1302_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; PHSC1324_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IB25_T2_M1/01	3003_01_IB25_T2_M1/01	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Planning Enrolments	UNSW College	DP	3003_01_IB25_T2_M1	4	4	AELC1302_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				4	false	Student - Standard Hours
3003_01_IB25_T2_M1/02	3003_01_IB25_T2_M1/02	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Planning Enrolments	UNSW College	DP	3003_01_IB25_T2_M1	4	4	AELC1302_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				4	false	Student - Standard Hours
3003_01_IB25_T2_M1/03	3003_01_IB25_T2_M1/03	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Planning Enrolments	UNSW College	DP	3003_01_IB25_T2_M1	1	1	AELC1302_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1323_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IB25_T2_M1/04	3003_01_IB25_T2_M1/04	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Planning Enrolments	UNSW College	DP	3003_01_IB25_T2_M1	1	1	AELC1302_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IB25_T2_M1/05	3003_01_IB25_T2_M1/05	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Planning Enrolments	UNSW College	DP	3003_01_IB25_T2_M1	1	1	AELC1302_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1321_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IB25_T2_M1/06	3003_01_IB25_T2_M1/06	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Planning Enrolments	UNSW College	DP	3003_01_IB25_T2_M1	1	1	AELC1302_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IB25_T2_M1_FAIL/01	3003_01_IB25_T2_M1_FAIL/01	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Fail Term 1 Subject MTHS1312	UNSW College	DP	3003_01_IB25_T2_M1_FAIL	2	2	AELC1302_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3003_01_IB25_T2_M1_FAIL/02	3003_01_IB25_T2_M1_FAIL/02	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Fail Term 1 Subject MTHS1312	UNSW College	DP	3003_01_IB25_T2_M1_FAIL	2	2	AELC1302_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3003_01_IB25_T2_M1_FAIL/03	3003_01_IB25_T2_M1_FAIL/03	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Fail Term 1 Subject MTHS1312	UNSW College	DP	3003_01_IB25_T2_M1_FAIL	2	2	AELC1302_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC; PHSC1321_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3003_01_IB25_T2_M1_FAIL/04	3003_01_IB25_T2_M1_FAIL/04	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Fail Term 1 Subject MTHS1312	UNSW College	DP	3003_01_IB25_T2_M1_FAIL	2	2	AELC1302_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC; PHSC1323_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3003_01_IB25_T2_M1_FAIL/05	3003_01_IB25_T2_M1_FAIL/05	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Fail Term 1 Subject MTHS1312	UNSW College	DP	3003_01_IB25_T2_M1_FAIL	2	2	AELC1302_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3003_01_IB25_T2_M1_FAIL/06	3003_01_IB25_T2_M1_FAIL/06	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Fail Term 1 Subject CPTG1391	UNSW College	DP	3003_01_IB25_T2_M1_FAIL	2	2	AELC1302_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3003_01_IB25_T2_M1_FAIL/07	3003_01_IB25_T2_M1_FAIL/07	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Fail Term 1 Subject CPTG1391	UNSW College	DP	3003_01_IB25_T2_M1_FAIL	2	2	AELC1302_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1321_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3003_01_IB25_T2_M1_FAIL/08	3003_01_IB25_T2_M1_FAIL/08	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Fail Term 1 Subject CPTG1391	UNSW College	DP	3003_01_IB25_T2_M1_FAIL	1	1	AELC1302_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1323_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IB25_T2_M1_FAIL/09	3003_01_IB25_T2_M1_FAIL/09	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Fail Term 1 Subject CPTG1391	UNSW College	DP	3003_01_IB25_T2_M1_FAIL	1	1	AELC1302_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IB25_T2_M1_FAIL/10	3003_01_IB25_T2_M1_FAIL/10	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Fail Term 1 Subject CAL1	UNSW College	DP	3003_01_IB25_T2_M1_FAIL	1	1	AELC1301_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IB25_T2_M1_FAIL/11	3003_01_IB25_T2_M1_FAIL/11	Diploma of Computer Science (3003_01_IB25) Term 2 Maths Fundamentals Fail Term 1 Subject CAL1	UNSW College	DP	3003_01_IB25_T2_M1_FAIL	1	1	AELC1301_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IB25_T2_M2/01	3003_01_IB25_T2_M2/01	Diploma of Computer Science (3003_01_IB25) Term 2 Maths 1A Planning Enrolments	UNSW College	DP	3003_01_IB25_T2_M2	2	2	AELC1302_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC; PHSC1321_C_2025_KENS_DP_OC	2	High	false				1	false	Student - Standard Hours
3003_01_IB25_T2_M2/02	3003_01_IB25_T2_M2/02	Diploma of Computer Science (3003_01_IB25) Term 2 Maths 1A Planning Enrolments	UNSW College	DP	3003_01_IB25_T2_M2	4	4	AELC1302_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	2	High	false				2	false	Student - Standard Hours
3003_01_IB25_T2_M2/03	3003_01_IB25_T2_M2/03	Diploma of Computer Science (3003_01_IB25) Term 2 Maths 1A Planning Enrolments	UNSW College	DP	3003_01_IB25_T2_M2	2	2	AELC1302_C_2025_KENS_DP_OC; BLSC1343_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	2	High	false				1	false	Student - Standard Hours
3003_01_IB25_T2_M2/04	3003_01_IB25_T2_M2/04	Diploma of Computer Science (3003_01_IB25) Term 2 Maths 1A Planning Enrolments	UNSW College	DP	3003_01_IB25_T2_M2	4	4	AELC1302_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	2	High	false				2	false	Student - Standard Hours
3003_01_IB25_T2_M2/05	3003_01_IB25_T2_M2/05	Diploma of Computer Science (3003_01_IB25) Term 2 Maths 1A Planning Enrolments	UNSW College	DP	3003_01_IB25_T2_M2	2	2	AELC1302_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC; PHSC1323_C_2025_KENS_DP_OC	2	High	false				1	false	Student - Standard Hours
3003_01_IB25_T2_M2/06	3003_01_IB25_T2_M2/06	Diploma of Computer Science (3003_01_IB25) Term 2 Maths 1A Planning Enrolments	UNSW College	DP	3003_01_IB25_T2_M2	2	2	AELC1302_C_2025_KENS_DP_OC; BLSC1343_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	2	High	false				1	false	Student - Standard Hours
3003_01_IB25_T2_M2_FAIL/01	3003_01_IB25_T2_M2_FAIL/01	Diploma of Computer Science (3003_01_IB25) Term 2 Maths 1A Fail Term 1 Subject  CAL1	UNSW College	DP	3003_01_IB25_T2_M2_FAIL	2	2	AELC1301_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3003_01_IB25_T2_M2_FAIL/02	3003_01_IB25_T2_M2_FAIL/02	Diploma of Computer Science (3003_01_IB25) Term 2 Maths 1A Fail Term 1 Subject  CAL1	UNSW College	DP	3003_01_IB25_T2_M2_FAIL	2	2	AELC1301_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3003_01_IC25_T1_M1/01	3003_01_IC25_T1_M1/01	Diploma of Computer Science (3003_01_IC25) Term 1 Maths Fundamentals Planning Enrolments	UNSW College	DP	3003_01_IC25_T1_M1	54	54	AELC1301_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC	5	High	false				11	false	Student - Standard Hours
3003_01_IC25_T1_M1/02	3003_01_IC25_T1_M1/02	Diploma of Computer Science (3003_01_IC25) Term 1 Maths Fundamentals Planning Enrolments	UNSW College	DP	3003_01_IC25_T1_M1	10	10	AELC1304_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC	2	High	false				5	false	Student - Standard Hours
3003_01_IC25_T1_M2/01	3003_01_IC25_T1_M2/01	Diploma of Computer Science (3003_01_IC25) Term 1 Maths 1A Planning Enrolments	UNSW College	DP	3003_01_IC25_T1_M2	54	54	AELC1301_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	5	High	false				11	false	Student - Standard Hours
3003_01_IC25_T1_M2/02	3003_01_IC25_T1_M2/02	Diploma of Computer Science (3003_01_IC25) Term 1 Maths 1A Planning Enrolments	UNSW College	DP	3003_01_IC25_T1_M2	10	10	AELC1304_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	2	High	false				5	false	Student - Standard Hours
3004_01_IA25_T3/01	3004_01_IA25_T3/01	Diploma of Business (3004_01_IA25) Term 3 Students	UNSW College	DP	3004_01_IA25_T3	200	200	AELC1303_C_2025_KENS_DP_OC; BMGT1370_C_2025_KENS_DP_OC; BMGT1380_C_2025_KENS_DP_OC; BMGT1390_C_2025_KENS_DP_OC	6	High	false				34	false	Student - Standard Hours
3004_01_IA25_T3_FAIL/01	3004_01_IA25_T3_FAIL/01	Diploma of Business (3004_01_IA25) T3 Students failed Subjects from T2 - Fail AELC1302	UNSW College	DP	3004_01_IA25_T3_FAIL	3	3	AELC1302_C_2025_KENS_DP_OC; BMGT1370_C_2025_KENS_DP_OC; BMGT1380_C_2025_KENS_DP_OC; BMGT1390_C_2025_KENS_DP_OC	1	High	false				3	false	Student - Standard Hours
3004_01_IA25_T3_FAIL/02	3004_01_IA25_T3_FAIL/02	Diploma of Business (3004_01_IA25) T3 Students failed Subjects from T2 - Fail BMGT1320	UNSW College	DP	3004_01_IA25_T3_FAIL	3	3	AELC1303_C_2025_KENS_DP_OC; BMGT1320_C_2025_KENS_DP_OC; BMGT1370_C_2025_KENS_DP_OC; BMGT1380_C_2025_KENS_DP_OC	1	High	false				3	false	Student - Standard Hours
3004_01_IA25_T3_FAIL/03	3004_01_IA25_T3_FAIL/03	Diploma of Business (3004_01_IA25) T3 Students failed Subjects from T2 - Fail BMGT1320	UNSW College	DP	3004_01_IA25_T3_FAIL	3	3	AELC1303_C_2025_KENS_DP_OC; BMGT1320_C_2025_KENS_DP_OC; BMGT1370_C_2025_KENS_DP_OC; BMGT1390_C_2025_KENS_DP_OC	1	High	false				3	false	Student - Standard Hours
3004_01_IA25_T3_FAIL/04	3004_01_IA25_T3_FAIL/04	Diploma of Business (3004_01_IA25) T3 Students failed Subjects from T2 - Fail BMGT1320	UNSW College	DP	3004_01_IA25_T3_FAIL	3	3	AELC1303_C_2025_KENS_DP_OC; BMGT1320_C_2025_KENS_DP_OC; BMGT1380_C_2025_KENS_DP_OC; BMGT1390_C_2025_KENS_DP_OC	1	High	false				3	false	Student - Standard Hours
3004_01_IA25_T3_FAIL/05	3004_01_IA25_T3_FAIL/05	Diploma of Business (3004_01_IA25) T3 Students failed Subjects from T2 - Fail BMGT1310	UNSW College	DP	3004_01_IA25_T3_FAIL	3	3	AELC1303_C_2025_KENS_DP_OC; BMGT1310_C_2025_KENS_DP_OC; BMGT1370_C_2025_KENS_DP_OC; BMGT1380_C_2025_KENS_DP_OC	1	High	false				3	false	Student - Standard Hours
3004_01_IA25_T3_FAIL/06	3004_01_IA25_T3_FAIL/06	Diploma of Business (3004_01_IA25) T3 Students failed Subjects from T2 - Fail BMGT1350	UNSW College	DP	3004_01_IA25_T3_FAIL	3	3	AELC1303_C_2025_KENS_DP_OC; BMGT1350_C_2025_KENS_DP_OC; BMGT1370_C_2025_KENS_DP_OC; BMGT1380_C_2025_KENS_DP_OC	1	High	false				3	false	Student - Standard Hours
3004_01_IA25_T3_FAIL/07	3004_01_IA25_T3_FAIL/07	Diploma of Business (3004_01_IA25) T3 Students failed Subjects from T2 - Fail BMGT1350	UNSW College	DP	3004_01_IA25_T3_FAIL	3	3	AELC1303_C_2025_KENS_DP_OC; BMGT1350_C_2025_KENS_DP_OC; BMGT1370_C_2025_KENS_DP_OC; BMGT1390_C_2025_KENS_DP_OC	1	High	false				3	false	Student - Standard Hours
3004_01_IA25_T3_FAIL/08	3004_01_IA25_T3_FAIL/08	Diploma of Business (3004_01_IA25) T3 Students failed Subjects from T2 - Fail BMGT1350	UNSW College	DP	3004_01_IA25_T3_FAIL	3	3	AELC1303_C_2025_KENS_DP_OC; BMGT1350_C_2025_KENS_DP_OC; BMGT1380_C_2025_KENS_DP_OC; BMGT1390_C_2025_KENS_DP_OC	1	High	false				3	false	Student - Standard Hours
3004_01_IA25_T3_FAIL/09	3004_01_IA25_T3_FAIL/09	Diploma of Business (3004_01_IA25) T3 Students failed Subjects from T2 - Fail BMGT1350	UNSW College	DP	3004_01_IA25_T3_FAIL	3	3	AELC1303_C_2025_KENS_DP_OC; BMGT1350_C_2025_KENS_DP_OC	1	High	false				3	false	Student - Standard Hours
3004_01_IB25_T2/01	3004_01_IB25_T2/01	Diploma of Business (3004_01_IB25) Term 2 Students	UNSW College	DP	3004_01_IB25_T2	100	20	AELC1302_C_2025_KENS_DP_OC; BMGT1310_C_2025_KENS_DP_OC; BMGT1320_C_2025_KENS_DP_OC; BMGT1350_C_2025_KENS_DP_OC	5	High	false				20	false	Student - Standard Hours
3004_01_IB25_T2_FAIL/01	3004_01_IB25_T2_FAIL/01	Diploma of Business (3004_01_IB25) Term 2 students failed Subjects from T1 - Failed CAL11	UNSW College	DP	3004_01_IB25_T2_FAIL	3	2	AELC1301_C_2025_KENS_DP_OC; BMGT1310_C_2025_KENS_DP_OC; BMGT1320_C_2025_KENS_DP_OC	2	High	false				2	false	Student - Standard Hours
3004_01_IB25_T2_FAIL/02	3004_01_IB25_T2_FAIL/02	Diploma of Business (3004_01_IB25) Term 2 students failed Subjects from T1 - Failed CAL11	UNSW College	DP	3004_01_IB25_T2_FAIL	3	2	AELC1301_C_2025_KENS_DP_OC; BMGT1310_C_2025_KENS_DP_OC; BMGT1350_C_2025_KENS_DP_OC	2	High	false				2	false	Student - Standard Hours
3004_01_IB25_T2_FAIL/03	3004_01_IB25_T2_FAIL/03	Diploma of Business (3004_01_IB25) Term 2 students failed Subjects from T1 - Failed CAL11	UNSW College	DP	3004_01_IB25_T2_FAIL	3	2	AELC1301_C_2025_KENS_DP_OC; BMGT1320_C_2025_KENS_DP_OC; BMGT1350_C_2025_KENS_DP_OC	2	High	false				2	false	Student - Standard Hours
3004_01_IB25_T2_FAIL/04	3004_01_IB25_T2_FAIL/04	Diploma of Business (3004_01_IB25) Term 2 students failed Subjects from T1 - Failed BMGT1300	UNSW College	DP	3004_01_IB25_T2_FAIL	3	2	AELC1302_C_2025_KENS_DP_OC; BMGT1300_C_2025_KENS_DP_OC; BMGT1310_C_2025_KENS_DP_OC; BMGT1320_C_2025_KENS_DP_OC	2	High	false				2	false	Student - Standard Hours
3004_01_IB25_T2_FAIL/05	3004_01_IB25_T2_FAIL/05	Diploma of Business (3004_01_IB25) Term 2 students failed Subjects from T1 - Failed BMGT1340	UNSW College	DP	3004_01_IB25_T2_FAIL	3	2	AELC1302_C_2025_KENS_DP_OC; BMGT1310_C_2025_KENS_DP_OC; BMGT1340_C_2025_KENS_DP_OC; BMGT1350_C_2025_KENS_DP_OC	2	High	false				2	false	Student - Standard Hours
3004_01_IB25_T2_FAIL/06	3004_01_IB25_T2_FAIL/06	Diploma of Business (3004_01_IB25) Term 2 students failed Subjects from T1 - Failed BMGT1340	UNSW College	DP	3004_01_IB25_T2_FAIL	3	2	AELC1302_C_2025_KENS_DP_OC; BMGT1310_C_2025_KENS_DP_OC; BMGT1320_C_2025_KENS_DP_OC; BMGT1340_C_2025_KENS_DP_OC	2	High	false				2	false	Student - Standard Hours
3004_01_IB25_T2_FAIL/07	3004_01_IB25_T2_FAIL/07	Diploma of Business (3004_01_IB25) Term 2 students failed Subjects from T1 - Failed BMGT1340	UNSW College	DP	3004_01_IB25_T2_FAIL	3	2	AELC1302_C_2025_KENS_DP_OC; BMGT1320_C_2025_KENS_DP_OC; BMGT1340_C_2025_KENS_DP_OC; BMGT1350_C_2025_KENS_DP_OC	2	High	false				2	false	Student - Standard Hours
3004_01_IC25_T1/01	3004_01_IC25_T1/01	Diploma of Business (3004_01_IC24) Term 1 Planning Enrolment CAL1	UNSW College	DP	3004_01_IC25_T1	252	252	AELC1301_C_2025_KENS_DP_OC; BMGT1300_C_2025_KENS_DP_OC; BMGT1340_C_2025_KENS_DP_OC	6	High	false				42	false	Student - Standard Hours
3004_01_IC25_T1/02	3004_01_IC25_T1/02	Diploma of Business (3004_01_IC24) Term 1 Planning Enrolment CAL4	UNSW College	DP	3004_01_IC25_T1	40	40	AELC1304_C_2025_KENS_DP_OC; BMGT1300_C_2025_KENS_DP_OC; BMGT1340_C_2025_KENS_DP_OC	1	High	false				40	false	Student - Standard Hours
3005_01_IA25_T3/01	3005_01_IA25_T3/01	Diploma of Media and Communications (3005_01_IA25) Term 3 Students	UNSW College	DP	3005_01_IA25_T3	160	160	AELC1303_C_2025_KENS_DP_OC; MEDA1304_C_2025_KENS_DP_OC; MEDA1306_C_2025_KENS_DP_OC; MEDA1308_C_2025_KENS_DP_OC	6	High	false				27	false	Student - Standard Hours
3005_01_IA25_T3_FAIL/01	3005_01_IA25_T3_FAIL/01	Diploma of Media and Communications (3005_01_IA25) Term 3 Students failed T2 subjects - failed MEDA1303	UNSW College	DP	3005_01_IA25_T3_FAIL	1	2	AELC1303_C_2025_KENS_DP_OC; MEDA1303_C_2025_KENS_DP_OC; MEDA1304_C_2025_KENS_DP_OC; MEDA1306_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IA25_T3_FAIL/02	3005_01_IA25_T3_FAIL/02	Diploma of Media and Communications (3005_01_IA25) Term 3 Students failed T2 subjects - failed MEDA1303	UNSW College	DP	3005_01_IA25_T3_FAIL	1	2	AELC1303_C_2025_KENS_DP_OC; MEDA1303_C_2025_KENS_DP_OC; MEDA1304_C_2025_KENS_DP_OC; MEDA1308_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IA25_T3_FAIL/03	3005_01_IA25_T3_FAIL/03	Diploma of Media and Communications (3005_01_IA25) Term 3 Students failed T2 subjects - failed MEDA1303	UNSW College	DP	3005_01_IA25_T3_FAIL	1	2	AELC1303_C_2025_KENS_DP_OC; MEDA1303_C_2025_KENS_DP_OC; MEDA1306_C_2025_KENS_DP_OC; MEDA1308_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IA25_T3_FAIL/04	3005_01_IA25_T3_FAIL/04	Diploma of Media and Communications (3005_01_IA25) Term 3 Students failed T2 subjects - failed MEDA1305	UNSW College	DP	3005_01_IA25_T3_FAIL	1	2	AELC1303_C_2025_KENS_DP_OC; MEDA1304_C_2025_KENS_DP_OC; MEDA1305_C_2025_KENS_DP_OC; MEDA1306_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IA25_T3_FAIL/05	3005_01_IA25_T3_FAIL/05	Diploma of Media and Communications (3005_01_IA25) Term 3 Students failed T2 subjects - failed MEDA1305	UNSW College	DP	3005_01_IA25_T3_FAIL	1	2	AELC1303_C_2025_KENS_DP_OC; MEDA1304_C_2025_KENS_DP_OC; MEDA1305_C_2025_KENS_DP_OC; MEDA1308_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IA25_T3_FAIL/06	3005_01_IA25_T3_FAIL/06	Diploma of Media and Communications (3005_01_IA25) Term 3 Students failed T2 subjects - failed MEDA1305	UNSW College	DP	3005_01_IA25_T3_FAIL	1	2	AELC1303_C_2025_KENS_DP_OC; MEDA1305_C_2025_KENS_DP_OC; MEDA1306_C_2025_KENS_DP_OC; MEDA1308_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IA25_T3_FAIL/07	3005_01_IA25_T3_FAIL/07	Diploma of Media and Communications (3005_01_IA25) Term 3 Students failed T2 subjects - failed MEDA1307	UNSW College	DP	3005_01_IA25_T3_FAIL	1	2	AELC1303_C_2025_KENS_DP_OC; MEDA1304_C_2025_KENS_DP_OC; MEDA1306_C_2025_KENS_DP_OC; MEDA1307_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IA25_T3_FAIL/08	3005_01_IA25_T3_FAIL/08	Diploma of Media and Communications (3005_01_IA25) Term 3 Students failed T2 subjects - failed MEDA1307	UNSW College	DP	3005_01_IA25_T3_FAIL	1	2	AELC1303_C_2025_KENS_DP_OC; MEDA1304_C_2025_KENS_DP_OC; MEDA1307_C_2025_KENS_DP_OC; MEDA1308_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IA25_T3_FAIL/09	3005_01_IA25_T3_FAIL/09	Diploma of Media and Communications (3005_01_IA25) Term 3 Students failed T2 subjects - failed MEDA1307	UNSW College	DP	3005_01_IA25_T3_FAIL	1	2	AELC1303_C_2025_KENS_DP_OC; MEDA1306_C_2025_KENS_DP_OC; MEDA1307_C_2025_KENS_DP_OC; MEDA1308_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IA25_T3_FAIL/10	3005_01_IA25_T3_FAIL/10	Diploma of Media and Communications (3005_01_IA25) Term 3 Students failed T2 subjects - failed CAL2	UNSW College	DP	3005_01_IA25_T3_FAIL	1	2	AELC1302_C_2025_KENS_DP_OC; MEDA1304_C_2025_KENS_DP_OC; MEDA1306_C_2025_KENS_DP_OC; MEDA1308_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IB25_T2/01	3005_01_IB25_T2/01	Diploma of Media and Communications (3005_01_IB25) Term 2 Students Planning Enrolments	UNSW College	DP	3005_01_IB25_T2	80	80	AELC1302_C_2025_KENS_DP_OC; MEDA1303_C_2025_KENS_DP_OC; MEDA1305_C_2025_KENS_DP_OC; MEDA1307_C_2025_KENS_DP_OC	4	High	false				20	false	Student - Standard Hours
3005_01_IB25_T2_FAIL/01	3005_01_IB25_T2_FAIL/01	Diploma of Media and Communications (3005_01_IB25) Term 2 students failed T1 subjects - failed MEDA1301	UNSW College	DP	3005_01_IB25_T2_FAIL	1	2	AELC1302_C_2025_KENS_DP_OC; MEDA1301_C_2025_KENS_DP_OC; MEDA1303_C_2025_KENS_DP_OC; MEDA1305_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3005_01_IB25_T2_FAIL/02	3005_01_IB25_T2_FAIL/02	Diploma of Media and Communications (3005_01_IB25) Term 2 students failed T1 subjects - failed MEDA1301	UNSW College	DP	3005_01_IB25_T2_FAIL	1	2	AELC1302_C_2025_KENS_DP_OC; MEDA1301_C_2025_KENS_DP_OC; MEDA1305_C_2025_KENS_DP_OC; MEDA1307_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
